recordid,name,cwid
02iPn000005O2DtIAK,ELE AHU 20.3,1422
02iPn000005O2FVIA0,ELE AHU 20.1,1424
02iPn000005O2FWIA0,B-392 Platform 43 N4 JACE-01,2964
02iPn000005O2H7IAK,ELE AHU 20.5,1425
02iPn000005O2IjIAK,ELE AHU 20.6,1426
02iPn000005O2KLIA0,ELE MISC A200,1429
02iPn000005O2KMIA0,Vykon License - 028,1697
02iPn000005O2LxIAK,ELE VAV 20.1,1430
02iPn000005O2LyIAK,Jetpack - 7767,1561
02iPn000005O2LzIAK,JCI TL Bundle - PC106,1580
02iPn000005O2M0IAK,PC6969,3163
02iPn000005O2NZIA0,ELE VAV 20.2,1431
02iPn000005O2PBIA0,ELE VAV 20.3,1432
02iPn000005O2PCIA0,Docking Station - 018,1535
02iPn000005O2PDIA0,JACE/Horizon,3357
02iPn000005O2QnIAK,ELE VAV 20.5,1434
02iPn000005O2SPIA0,ELE VAV 20.6,1435
02iPn000005O2SQIA0,Docking Station - 011,1536
02iPn000005O2U1IAK,ELE VAV 20.7,1436
02iPn000005O2VdIAK,ELE VAV 20.8,1437
02iPn000005O2VeIAK,PC193,2325
02iPn000005O2VfIAK,2_McLarenOakland2,2997
02iPn000005O2XFIA0,ELE VAV 20.9,1438
02iPn000005O2XGIA0,PC198,2475
02iPn000005O2aTIAS,M6 LED Micro Projector,1440
02iPn000005O2c7IAC,Greenville Waste Water Treatment Facility,2484
02iPn000005O2iYIAS,BACNet - Kkaleta,2480
02iPn000005O2iZIAS,Fowler_JACE,2485
02iPn000005O2iaIAC,117,2591
02iPn000005O2p0IAC,JCI TL Bundle - PC128,1579
02iPn000005O2p1IAC,WLMS-AHU1-ART RM,3366
02iPn000005O2tqIAC,HPL-APPS,2521
02iPn000005O2vRIAS,"Fond du Lac, WI - Fond du Lac 8 Theatre JACE",1474
02iPn000005O2vSIAS,Trend,3311
02iPn000005O30IIAS,125,2598
02iPn000005O30JIAS,AVOCA_JACE,2819
02iPn000005O31uIAC,Docking Station - 016,1533
02iPn000005O357IAC,PC143,1485
02iPn000005O38MIAS,Jetpack - 0101,2361
02iPn000005O3EoIAK,VAV_02,2396
02iPn000005O3LFIA0,CSI | Alarm Email SMTP Service,1516
02iPn000005O3MrIAK,Docking Station - 002,1520
02iPn000005O3MsIAK,PC196,2387
02iPn000005O3MtIAK,93,2567
02iPn000005O3OTIA0,Docking Station - 006,1521
02iPn000005O3OUIA0,Big Rapids Cancer Center | JACE,1990
02iPn000005O3Q5IAK,Docking Station - 008,1524
02iPn000005O3RhIAK,Docking Station - 004,1525
02iPn000005O3TJIA0,Docking Station - 012,1526
02iPn000005O3TKIA0,MaintainceBldg_Jace,2288
02iPn000005O3TLIA0,Jace,2842
02iPn000005O3UvIAK,Docking Station - 005,1527
02iPn000005O3UwIAK,PC174,2042
02iPn000005O3WXIA0,Docking Station - 009,1528
02iPn000005O3Y9IAK,Docking Station - 010,1530
02iPn000005O3YAIA0,Phase 02 Router,1715
02iPn000005O3ZlIAK,Docking Station - 015,1532
02iPn000005O3ZmIAK,Vykon License - 020,1675
02iPn000005O3czIAC,Docking Station - 017,1534
02iPn000005O3ebIAC,Docking Station - 019,1537
02iPn000005O3gDIAS,Docking Station - 023,1540
02iPn000005O3hpIAC,Docking Station - 001,1541
02iPn000005O3l3IAC,Docking Station - 025,1550
02iPn000005O3l4IAC,Docking Station - 029,1554
02iPn000005O3l5IAC,"Sceptre 24"" Monitor",1946
02iPn000005O3l6IAC,PC189,2291
02iPn000005O3l7IAC,CSIGW4992 | 166.152.25.244,2657
02iPn000005O3mfIAC,Docking Station - 026,1551
02iPn000005O3mgIAC,CSIGW0890,2656
02iPn000005O3oHIAS,Docking Station - 027,1552
02iPn000005O3ptIAC,Jetpack - 5215,1557
02iPn000005O3puIAC,Distech License - 004,1705
02iPn000005O3pvIAC,"Monitor - 068 | 32""",2036
02iPn000005O3rVIAS,Jetpack - 9697,1558
02iPn000005O3t7IAC,Jetpack - 5215,1559
02iPn000005O3ujIAC,JCI TL Bundle - PC041,1578
02iPn000005O3wLIAS,JCI TL Bundle - PC107,1582
02iPn000005O3xxIAC,JCI TL Bundle - PC101,1583
02iPn000005O3xyIAC,PC157,1886
02iPn000005O3zZIAS,Vykon License - 004,1660
02iPn000005O41BIAS,Vykon License - 007,1661
02iPn000005O42nIAC,Vykon License - 009,1664
02iPn000005O42oIAC,Jace834 - Sanctuary (Behind stage music room),3251
02iPn000005O44PIAS,Vykon License - 010,1665
02iPn000005O461IAC,Vykon License - 012,1667
02iPn000005O47dIAC,Vykon License - 015,1669
02iPn000005O49FIAS,Vykon License - 014,1670
02iPn000005O4ArIAK,Vykon License - 016,1671
02iPn000005O4CTIA0,Vykon License - 018,1673
02iPn000005O4CUIA0,PC166,1970
02iPn000005O4E5IAK,Vykon License - 019,1674
02iPn000005O4E6IAK,GHQ House 2 | Chiller Plant,1796
02iPn000005O4FhIAK,Vykon License - 021,1676
02iPn000005O4FiIAK,Vykon License - 005,1690
02iPn000005O4HJIA0,Vykon License - 038,1679
02iPn000005O4IvIAK,Vykon License - 034,1680
02iPn000005O4KXIA0,Vykon License - 039,1681
02iPn000005O4KYIA0,PC118,2018
02iPn000005O4M9IAK,Vykon License - 035,1682
02iPn000005O4NlIAK,Vykon License - 040,1683
02iPn000005O4PNIA0,Vykon License - 036,1684
02iPn000005O4POIA0,Rockland Flooring White Building,2671
02iPn000005O4QzIAK,Vykon License - 037,1687
02iPn000005O4SbIAK,Vykon License - 026,1692
02iPn000005O4UDIA0,Vykon License - 025,1695
02iPn000005O4VpIAK,Vykon License - 029,1698
02iPn000005O4XRIA0,Distech License - 001,1702
02iPn000005O4XSIA0,PC147,1726
02iPn000005O4XTIA0,ECY-S1000-91ABE9 (Production),2415
02iPn000005O4Z3IAK,Distech License - 003,1704
02iPn000005O4agIAC,Ford Campus Kresge-Ford JACE-02,2783
02iPn000005O4ahIAC,Middle/High School JACE,3442
02iPn000005O4cHIAS,Distech License - 005,1706
02iPn000005O4dtIAC,Distech License - 006,1707
02iPn000005O4fVIAS,Distech License - 011,1712
02iPn000005O4ijIAC,Whirlpool_BHTC2,1725
02iPn000005O4kLIAS,GRHV_Blr_Building,1736
02iPn000005O4nZIAS,Main JACE,1747
02iPn000005O4pBIAS,Gladwin Pines,1748
02iPn000005O4qpIAC,PC222,3174
02iPn000005O4sPIAS,N4_OfficeJace,1779
02iPn000005O4sRIAS,PC187,2258
02iPn000005O4u1IAC,AX_OfficeJace,1780
02iPn000005O4vdIAC,PC149,1785
02iPn000005O4xFIAS,Arts & Science PhoenixAir from QualityAir,1791
02iPn000005O4yrIAC,PC153,1795
02iPn000005O4ysIAC,137,2610
02iPn000005O50TIAS,PC154,1805
02iPn000005O525IAC,Key Card Access - JACE #2,1810
02iPn000005O526IAC,PC220,3172
02iPn000005O53hIAC,2 - RAS | Supervisor Server,1811
02iPn000005O55JIAS,DIGI Mobile Gateway | Remote Access (Walker) NOT ACTIVE,1818
02iPn000005O56vIAC,Local Router/Firewall,1821
02iPn000005O58XIAS,Jace,1856
02iPn000005O5A9IAK,Roskam Baking S2,1861
02iPn000005O5BlIAK,Roskam Baking S1,1862
02iPn000005O5DNIA0,PC105,1869
02iPn000005O5DOIA0,BACNet - Ncress,2482
02iPn000005O5GbIAK,PC156,1885
02iPn000005O5IDIA0,PC159,1893
02iPn000005O5JpIAK,PC160,1894
02iPn000005O5LRIA0,N4 HVAC JACE,1897
02iPn000005O5N3IAK,PC161,1898
02iPn000005O5OfIAK,PC162,1925
02iPn000005O5QIIA0,116,2590
02iPn000005O5RtIAK,Saint Mary's Church Pinkney,1930
02iPn000005O5RuIAK,First Congregational Church Greenville,2062
02iPn000005O5TVIA0,PC0163,1932
02iPn000005O5V7IAK,PC164,1936
02iPn000005O5WjIAK,Meijer DC 801/805,1953
02iPn000005O5YLIA0,Jetpack - 8632,1962
02iPn000005O5ZxIAK,1. Mason County Central Schools (Decommissioned),1964
02iPn000005O5ZyIAK,131,2604
02iPn000005O5dBIAS,PC165,1969
02iPn000005O5gPIAS,Madison Heights Building 3,1978
02iPn000005O5i1IAC,PC167,1985
02iPn000005O5i2IAC,Nicton JACE,2312
02iPn000005O5jdIAC,PC170,1995
02iPn000005O5mrIAC,PC172,2017
02iPn000005O5oTIAS,N4 Security JACE,2021
02iPn000005O5oUIAS,Alro Findlay PA MAU,2534
02iPn000005O5q5IAC,Irrigation Jace,2032
02iPn000005O5rhIAC,HORYZON-C7 Touch Display,2033
02iPn000005O5tJIAS,Docking Station - 031,2037
02iPn000005O5tKIAS,CSIGW4979 | 166.152.25.243,2654
02iPn000005O5uvIAC,PC175,2044
02iPn000005O5y9IAC,PC176,2045
02iPn000005O5yAIAS,Geagley_Mobile Gateway,2874
02iPn000005O5zlIAC,Security JACE,2046
02iPn000005O62zIAC,Jetpack - 8095,2063
02iPn000005O66DIAS,Jetpack - 3570,2080
02iPn000005O66EIAS,ECY-303,2549
02iPn000005O67pIAC,GRPS_Shawmut_ JACE N4.7,2098
02iPn000005O69RIAS,3 - Motion Dynamics JACE - Dangle Road,2101
02iPn000005O6B3IAK,PC182,2119
02iPn000005O6CfIAK,PC181,2120
02iPn000005O6CgIAK,PC186,2256
02iPn000005O6EHIA0,PC180,2121
02iPn000005O6FtIAK,Elementary Point to Point Antennas,2133
02iPn000005O6HVIA0,WHR_RVC_C_01,2135
02iPn000005O6HWIA0,Jetpack - 8992,2357
02iPn000005O6J7IAK,PC183,2141
02iPn000005O6J8IAK,MCC-Hvac,3067
02iPn000005O6KjIAK,Allegiance Health Jace(NEW),2142
02iPn000005O6MLIA0,Jetpack - 5135,2148
02iPn000005O6NxIAK,WHR_RVC_C_03,2159
02iPn000005O6PZIA0,Cleanroom Router,2168
02iPn000005O6SnIAK,2_School District N4 Supervisor,2210
02iPn000005O6UPIA0,CHELSEA_BEACH_MS,2212
02iPn000005O6UQIA0,PC196,2386
02iPn000005O6W1IAK,Pierce_Lake_Elem,2214
02iPn000005O6W2IAK,6 - Sedgebook_SRG_JACE_01,3283
02iPn000005O6XdIAK,PC184,2226
02iPn000005O6XeIAK,Center of Operations 207,2470
02iPn000005O6XfIAK,103,2577
02iPn000005O6ZFIA0,MIGL-FW-01,2239
02iPn000005O6ZGIA0,CSIGW4964 | 166.152.25.240,2665
02iPn000005O6arIAC,Existing Vykon Jace Phase 2,2244
02iPn000005O6cTIAS,JEC_RTU3_9,2245
02iPn000005O6e5IAC,PC185,2246
02iPn000005O6fhIAC,PC188,2254
02iPn000005O6hJIAS,PC225,2255
02iPn000005O6ivIAC,PC188,2257
02iPn000005O6m9IAC,PC190,2290
02iPn000005O6mAIAS,1_McLarenOakland1,2996
02iPn000005O6nlIAC,PC192,2320
02iPn000005O6pNIAS,Benton Harbor High School DHW Controller,2339
02iPn000005O6qzIAC,Jetpack - 6369,2340
02iPn000005O6sbIAC,Jetpack - 1159,2342
02iPn000005O6scIAC,0_Mclaren_Oakland,3294
02iPn000005O6uDIAS,Jetpack - 2565,2353
02iPn000005O6uEIAS,PC197,2465
02iPn000005O6uFIAS,83,2560
02iPn000005O6vpIAC,Jetpack - 3618,2355
02iPn000005O6vqIAC,CSIGW4977,2659
02iPn000005O6xRIAS,Jetpack - 9056,2363
02iPn000005O6z3IAC,Misc_1,2365
02iPn000005O70fIAC,Jace,2377
02iPn000005O72HIAS,PC194,2379
02iPn000005O73tIAC,PC195,2382
02iPn000005O73uIAC,Mike's GMC,2962
02iPn000005O75VIAS,Jetpack - 8260,2391
02iPn000005O777IAC,Jetpack - 8118,2392
02iPn000005O78jIAC,VAV_05,2395
02iPn000005O7BxIAK,RTU-201,2403
02iPn000005O7ByIAK,3_McLarenOakland3,2998
02iPn000005O7DZIA0,Jetpack - 4112,2416
02iPn000005O7DaIAK,5_McLarenOaklandAHUs,3000
02iPn000005O7FBIA0,Jetpack - 4366,2417
02iPn000005O7FCIA0,West MI | MFP,2948
02iPn000005O7GnIAK,Jetpack - 2532,2418
02iPn000005O7GoIAK,PC229,3351
02iPn000005O7IPIA0,Roskam S2 Mammoth Unit JACE,2428
02iPn000005O7IQIA0,GGP_AAG_S01,2833
02iPn000005O7K1IAK,BACNet - Jwilliams,2477
02iPn000005O7LdIAK,BACNet - Vspica,2478
02iPn000005O7LeIAK,111,2585
02iPn000005O7NFIA0,BACNet - Drings,2481
02iPn000005O7OrIAK,BACNet - Cdean,2483
02iPn000005O7QTIA0,University_Park,2487
02iPn000005O7S6IAK,Jace,2846
02iPn000005O7ThIAK,63,2548
02iPn000005O7VJIA0,86,2554
02iPn000005O7WvIAK,66,2555
02iPn000005O7YXIA0,66,2559
02iPn000005O7a9IAC,85,2561
02iPn000005O7blIAC,84,2562
02iPn000005O7dNIAS,89,2565
02iPn000005O7dOIAS,PC213,3139
02iPn000005O7ezIAC,90,2566
02iPn000005O7gbIAC,94,2568
02iPn000005O7iDIAS,96,2570
02iPn000005O7jpIAC,97,2571
02iPn000005O7lRIAS,104,2578
02iPn000005O7n3IAC,105,2579
02iPn000005O7n4IAC,JCI TL Bundle - PC188,3008
02iPn000005O7ofIAC,106,2580
02iPn000005O7qHIAS,107,2581
02iPn000005O7rtIAC,108,2582
02iPn000005O7tVIAS,109,2583
02iPn000005O7v7IAC,115,2589
02iPn000005O7wjIAC,118,2592
02iPn000005O7wkIAC,Armada_HS_JACE2,3345
02iPn000005O7yLIAS,119,2593
02iPn000005O7zxIAC,120,2594
02iPn000005O81ZIAS,123,2596
02iPn000005O83BIAS,124,2597
02iPn000005O84nIAC,129,2602
02iPn000005O86PIAS,132,2605
02iPn000005O881IAC,135,2608
02iPn000005O89dIAC,136,2609
02iPn000005O8BFIA0,S2 Compressor Room CIPER 50 Controller,2636
02iPn000005O8CrIAK,140,2647
02iPn000005O8ETIA0,CSIGW4994 | 166.152.25.246,2652
02iPn000005O8G5IAK,CSIGW4146,2655
02iPn000005O8HhIAK,CSIGW4978 | 166.152.25.237,2662
02iPn000005O8JJIA0,CSIGW4963 | 166.152.25.239,2663
02iPn000005O8KvIAK,CSIGW4991,2664
02iPn000005O8MXIA0,Rockland Flooring Blue Building,2670
02iPn000005O8O9IAK,NVPS_HS_RTU_01 - High School RTU-01 Equipment Jace,2676
02iPn000005O8PlIAK,JACE,2743
02iPn000005O8RNIA0,Taubman Center JACE-06B1,2766
02iPn000005O8UbIAK,Taubman Center CCS_TAUB_09,2773
02iPn000005O8UcIAK,PC232,3386
02iPn000005O8WDIA0,Taubman Center CCS_TAUB_11,2778
02iPn000005O8WEIA0,0 - Remote Access Admin JACE,2875
02iPn000005O8XpIAK,Ford Campus Arts Centre Building JACE-Penthouse,2789
02iPn000005O8b3IAC,South_Center Admin Building,2805
02iPn000005O8cfIAC,Center of Operations 151,2813
02iPn000005O8eHIAS,B-041 Lobby Reheats,2814
02iPn000005O8ftIAC,2 - Ford Campus N4 Web Supervisor,2821
02iPn000005O8hVIAS,TheCrossroadsLCP06,2830
02iPn000005O8j7IAC,TheCrossroadsLCP08,2832
02iPn000005O8kjIAC,1 - Supervisor CROSSROADSMIJCE,2834
02iPn000005O8mLIAS,Boston Square | JACE,2839
02iPn000005O8nxIAC,RCS_ADMIN_JACE,2852
02iPn000005O8paIAC,*NEW IP* Grace Lutheran JACE,3028
02iPn000005O8rBIAS,1 Supervisor,2864
02iPn000005O8snIAC,CSITAB0453,2880
02iPn000005O8uPIAS,Jetpack - 5156,2881
02iPn000005O8w1IAC,PC206,2882
02iPn000005O8xdIAC,West MI | President,2889
02iPn000005O8zFIAS,Fashion_Square_LP_FC,2891
02iPn000005O90rIAC,CSIGW2568,2915
02iPn000005O92TIAS,CAT - Catholic Athletic Trails,2955
02iPn000005O92UIAS,141,2960
02iPn000005O945IAC,East MI | MFP,2956
02iPn000005O95hIAC,142,2961
02iPn000005O97JIAS,Ryan's Ford,2963
02iPn000005O98vIAC,PC207,2993
02iPn000005O9AXIA0,4_McLarenOakland4,2999
02iPn000005O9C9IAK,Distech License - 012,3007
02iPn000005O9DlIAK,K12-LT-half2,3066
02iPn000005O9FNIA0,PC209,3095
02iPn000005O9GzIAK,CSIGW2900,3096
02iPn000005O9IbIAK,Birch St. Elem,3100
02iPn000005O9KDIA0,2 - N4 Supervisor,3120
02iPn000005O9LpIAK,JCI TL Bundle - PC206,3121
02iPn000005O9NRIA0,Alpena County Northern Lights Arena Jace 3,3135
02iPn000005O9P3IAK,PC212,3138
02iPn000005O9QfIAK,PC215,3148
02iPn000005O9SHIA0,PC216,3149
02iPn000005O9SIIA0,LECO_TC_N4,3269
02iPn000005O9TtIAK,VPN Access,3164
02iPn000005O9X7IAK,PC219,3171
02iPn000005O9YjIAK,LAPTOP-VAKM5VF4,3173
02iPn000005O9aLIAS,WSCC Ice Arena N4 JACE,3208
02iPn000005O9bxIAC,UFCU Holland Branch Jace 2,3235
02iPn000005O9dZIAS,Supervisor Remote Access,3239
02iPn000005O9fBIAS,Jace8000 - Admin Wing (Supervisor),3248
02iPn000005O9gnIAC,Jace834 - Basement Boiler Room,3249
02iPn000005O9iPIAS,Jace834 - Penthouse - Roof Access,3252
02iPn000005O9k1IAC,Leco_Manufactuing_N4,3264
02iPn000005O9ldIAC,LECO N4,3265
02iPn000005O9nFIAS,LECO Global_N4,3266
02iPn000005O9nGIAS,Milford HS 1,3355
02iPn000005O9orIAC,LECO Green Building N4,3272
02iPn000005O9qTIAS,niagara,3277
02iPn000005O9s5IAC,Wrestling Barn - Furnace 1,3280
02iPn000005O9thIAC,Wrestling Barn - Furnace 3,3282
02iPn000005O9wvIAC,Ogemaw_Court JACE,3306
02iPn000005O9yXIAS,Trend,3310
02iPn000005OA09IAG,Nidec,3317
02iPn000005OA1lIAG,Biosolids JACE,3319
02iPn000005OA3NIAW,SAPS-HVAC-DSK,3328
02iPn000005OA4zIAG,Taubman Basement JACE,3332
02iPn000005OA50IAG,PC230,3360
02iPn000005OA6bIAG,811 S Blvd N4,3333
02iPn000005OA8DIAW,PC228,3350
02iPn000005OA9pIAG,WL-MS  NE-CUST-RM,3365
02iPn000005OABRIA4,WLMS-NW-Hallway,3367
02iPn000005OAD3IAO,WLMS OFFICE JACE,3370
02iPn000005OAEfIAO,PC231,3372
02iPn000005OAGHIA4,CSGGWf846,3375
02iPn000005OAHtIAO,WSCC Campus Center Jace,3382
02iPn000005OAJVIA4,WSCC_CC_AHU_2,3383
02iPn000005OAL7IAO,MSCS-VM-SUPV,3389
02iPn000005OAMjIAO,Napoleon HS Gym JACE,3403
02iPn000005OAOLIA4,MCS_JRHIGH_JACE_01,3404
02iPn000005OARZIA4,Northpointe Christian High School RTU-18,3421
02iPn000005OATBIA4,Enviro_Chillers,3429
02iPn000005OAUnIAO,Bennie Elementary Jace,3435
